Title,Year,Rating,Votes,Synopsis,Runtime
Lunatics: A Love Story,1991,5.9,837.0,"A delusional and paranoid poet hallucinates and almost becomes a serial killer, but saves a beautiful girl from street-gang members and becomes a hero.",1h 27m
Dragon Ball Z: Super Saiya Son Goku,1991,6.5,7000.0,A Super Namekian named Lord Slug comes to invade Earth and only Goku can stop him .,50m
Kidô senshi Gundam F91,1991,6.4,1100.0,"After a generation of peace, the Earth Federation's new space colonies becomes a battlefield. To save his friends and family, the reluctant warrior Seabook Arno becomes the pilot of a new Gundam which bears the code name F91.",2h
"Manta, Manta",1991,5.7,6000.0,Proud German owners of Opel Manta's race the streets against VW's and Mercedes. They decide to set up a real race with lots of money involved.,1h 31m
Tattoo,1991,8.5,936.0,"After a quarrel with his wife, a man leaves their apartment with one suitcase only. Having slept in a train station, the police legitimates him and found him suspicious. Soon he'll find himself locked in a prison with several other, mostly innocent people. The true horror begins only then.",2h 12m
Narcosatanicos diabolicos,1991,5.0,114.0,A man has made a deal with Satan to live forever so he can have sex with as many women as possible.,1h 30m
Firehead,1991,2.6,536.0,"When a Russian cyborg with telekinetic powers terrorizes a city, an elite government agency intervenes. A chemist teams up with a special agent to capture the menace but they find out that the true villain isn't who they expected.",1h 28m
A hetedik testvér,1991,6.7,752.0,"Abandoned in the woods, a little puppy makes friends with six rabbit siblings.",1h 20m
Indrajeet,1991,4.4,323.0,"To continue suppressing the workers in his company, multi-millionaire Din Dayal gets a union leader and his wife murdered. When inspector Indrajeet attempts to arrest Dayal, his daughter Shanti intervenes. This angers Indrajeet because Shanti is his beloved, and he decides to cut all connections with her. He adopts Neelu, daughter of the deceased union leader, and years later after his retirement from police service, he attempts to bring her up. Indrajeet gets Neelu married to Vijay, but calamity destroys the couple; they are killed by a group of young boys. Indrajeet lodges a complaint with the police, but instead of arresting the assailants, the police commissioner closes the case, forcing Indrajeet to take the law into his own hands.",12
Amaram,1991,8.3,3400.0,An uneducated fisherman wants his daughter to be educated and become a doctor but his dreams get shattered when she falls in love with her childhood friend.,2h 30m
Evil Spirits,1991,4.5,355.0,"A strange woman runs a boardinghouse whose tenants--mostly misfits and others who won't be missed--begin dying off or simply disappearing. She still cashes their government benefit checks even after they're gone, and it turns out that disappearing tenants aren't the only weird things that are going on in that house.",1h 35m
Malina,1991,6.3,1300.0,"A female writer and her relationships with two different men, one joyous and one introverted.",2h 5m
The Stranger,1991,8.0,4500.0,"A well-off family is paid an unexpected, and rather unwanted, visit by a man claiming to be the woman's long-lost uncle. The initial suspicion with which they greet the man slowly dissolves as he regales them with stories of his travels.",2h
Holy Virgin vs. The Evil Dead,1991,5.5,488.0,"Professor Shiang's female students are chewed apart by the moon monster. At first, Shiang is a police suspect, but as the corpses mount, the cops realize that there are supernatural forces at work.",1h 32m
Kshana Kshanam,1991,8.1,2100.0,A high-profile bank robbery in the city wreaks havoc in the life of an unsuspecting regular young woman when she's caught in the line of fire between the villains and the police.,2h 38m
Roujin Z,1991,6.8,3400.0,A compassionate young nurse is determined to help an elderly invalid strapped to a revolutionary health care bed but there are unexpected consequences.,1h 20m
London Kills Me,1991,6.0,666.0,"For want of a nail a shoe was lost, for want of a shoe... a young man's life is almost lost, which is exactly what this film is all about: a man barely twenty who wants desperately to pull out of London's drug world by taking a job as a waiter in a 'normal' restaurant. But to do this he must come up with a ""sensible pair of shoes,"" an item that his homeless meanderings hasn't provided him. In fact, the shoes become a symbol of his striving to break away from those, like himself, who are caught up in the tragedy of drugs and lasciviousness which is so aptly described... sometimes graphically, always realistically... in this film.",1h 47m
Mayrig,1991,7.5,3700.0,The saga of an Armenian family that immigrated to France after the break-up of the oppressive Ottoman Empire.,2h 37m
Brain Twisters,1991,3.5,575.0,Employees of a software company discover a conspiracy to use the games made by the company to control the thoughts of its customers.,1h 10m
Killer Tomatoes Strike Back!,1991,3.8,1700.0,Professor Gangreen attempts to brainwash the world; a police assistant and a tomatologist team up to stop him.,1h 27m
Iron Maze,1991,4.6,768.0,"In Corinth, a dying town 15 miles from Pittsburg: One evening, a Japanese businessman, who wanted to tear down the closed iron mills to build an amusement park, is found half dead in his mill. Bellboy Barry admits to have done it - in self defense. Chief Ruhle interrogates him and Sugito's young wife and business partners, but it takes a while, until he gets through the maze of apparently contradictory statements.",1h 44m
The Elementary School,1991,7.7,3300.0,"The time is 1945-46. 10 year old Eda and his friend Tonda live in a small village outside Prague. In school, their class is so wild and indisciplined that their teacher quits and is replaced by the militant Igor Hnidzo. He is very strict - but also very just. His weakness is his interest in young women.",1h 40m
Poslední motýl,1991,7.0,327.0,"Stage mime Antoine Moreau (Sir Tom Courtenay) is compelled by the Gestapo to put on a performance for the children of Terezin, a ""model"" concentration camp, to convince the Red Cross observers that the camp is truly what it seems. Reluctant at first, Moreau slowly learns the true nature of the camp, including the meaning of the ""transports"" on which people leave. With a world-class orchestra (made up of people interned in the camp) and a cast of children, Moreau stages a show to end all shows.",1h 58m
Demoni 3,1991,4.2,1100.0,"Three college students, another couple, and their housekeeper are besieged at a remote Brazilian plantation by a group of zombies raised from the grave by a voodoo curse.",1h 28m
Hard Promises,1991,5.5,727.0,"With only seventy-two hours to keep his future from being a bleak one, Joey pulls out all the stops to win back his ex-wife before she remarries.",1h 35m
American Friends,1991,6.4,902.0,"Reverend Francis Ashby (Sir Michael Palin), a senior Oxford don on vacation alone in the Alps, meets vacationing American Miss Caroline Hartley (Connie Booth) and her companion Miss Elinor Hartley (Trini Alvarado), the blossoming Irish-American girl she adopted many years before. Ashby finds he enjoys their company, particularly that of Elinor, and both of the women are drawn to him. Back at Oxford he is nevertheless taken aback when they arrive unannounced. Women are not allowed in the College grounds, let alone the rooms. Indeed any liaison, however innocent, is frowned on by the upstanding Fellows.",1h 35m
Convicts,1991,5.7,781.0,Horton Foote's story of a teen-aged boy in the Depression who finds work on an eccentric's sugar plantation and learns life's surprising lessons from the team of convicts who also work there.,1h 33m
Talkin' Dirty After Dark,1991,5.1,7200.0,The laughs and overlapping love lives of a handful of raunchy stand-up comics at a late-night L.A. comedy club. Dukie's is an L.A. hot-spot featuring a lineup of both novice and notorious comedians who get big laughs with dirty jokes.,1h 29m
Lo mau,1991,6.5,783.0,"An adaptation of the novel Old Cat, by Ni Kuang. A cat from outer space teams up with a young alien girl and her knight, along with an adventure novelist named Wisely, to fight a murderous alien that possesses people.",1h 29m
The Roller Blade Seven,1991,2.2,518.0,"In a futuristic society, a sword-wielding roller skater fights evil ninjas, punk roller skaters and is sent on an important rescue mission",1h 36m
Voices from Beyond,1991,5.1,1400.0,"When a family man is poisoned to death, it's covered up as a stomach hemorrhage and his spirit returns to aid his daughter in finding his killers.",1h 31m
Cold Heaven,1991,5.1,1200.0,An adulterous woman's faith in God is tested when her husband dies and miraculously comes back to life.,1h 45m
Twenty-One,1991,5.2,558.0,"Katie is a free spirited independently minded 21-year-old girl. The film follows her as she reflects on the men in her life. Along the way we meet her drug addict boyfriend Bobby, her lover Jack, close friend Baldy, and her father.",1h 32m
Love,1991,6.1,1700.0,"Prithvi and Maggie fall in love and decide to get married, but Maggie's mother objects looking at Prithvi's past.",2h 32m
Mafia Docks,1991,4.9,114.0,"Two rival families are warring for control of the local drug and prostitution trade. An innocent young woman is killed, leading her boyfriend into the seedy underworld seeking revenge.",1h 43m
Yodha,1991,4.5,304.0,Karan a respected lawyer has many enemies including Suraj due to his honesty.Justice Agnihotri is Karan's idol but conducts his illegal activities by name of Daga.Daga takes advantage of Karan and Suraj's rivalry making them sore enemies.,2h 22m
Aditya 369,1991,8.4,3500.0,"A group of children use a time machine to investigate a robbery. The protagonist couple, in their attempt to rescue the kids, get stuck in the machine and travel all the way back to the period of the ruler Krishnadevaraya (1500 A.D.) as well as into the future (2500 A.D.), facing sticky situations along the way.",2h 20m
Immortal Sins,1991,4.6,183.0,"Michael Alvarez and his wife Susan have inherited an ancient Spanish castle, unaware that it comes with a horrendous curse. Michael is soon lured into a deadly romance with Diana, that tortures the family with immortal sins.",1h 20m
Cabeza de Vaca,1991,6.9,1200.0,A handful of survivors from a disastrous 1528 Spanish expedition to Florida journey across the coast until they reach Mexico.,1h 52m
Wicked World,1991,3.3,324.0,"WICKED WORLD is like nothing you have ever experienced. Grant Ekland (Barry J. Gillis) is a dirty cop, with a checkered past that endlessly haunts him. His woman is murdered by a serial killer named Harold (Eddie Platt) who slaughters countless numbers of humans in the city of Toronto, Canada, before finally being locked up and sent to a mental institution. Now many years later, Harold is set to be released back into society, and Ekland hopes for a final showdown with his arch enemy. Nightmares clash into a brand new reality, as Ekland faces a host of problems and obstacles that he himself must overcome, if he ever hopes to face the murderous serial killing madman, and set his own inner demons free.",1h 43m
Dune Warriors,1991,4.0,595.0,"After the end of the world, Earth is a thirsty planet ruled by vicious warlords. One woman is brave enough to fight back; she bands together five warriors to save her town and their precious water.",1h 18m
Captain Prabhakaran,1991,7.3,352.0,"Prabhakaran, a sincere police officer, is assigned to find Veerabhadran, a sandalwood smuggler around Tamilnadu-Karnataka border. On his mission he unfolds the mystery of Veerabhadran and finds the true culprits behind his actions.",2h 30m
Afraid of the Dark,1991,5.8,1300.0,"A little boy, obsessed with blindness and violence, slowly gets trapped in his own delusions.",1h 31m
Marcellino,1991,5.9,284.0,"In the 15th century, in a poor Italian village, the monks of a modest convent take up an abandoned baby. Unfortunately, for all their efforts, they prove unable to trace his parents. So they set up providing tender loving care to the little boy. Marcellino lives a happy life among the men of God but, as he grows up, he misses his mother more and more. To compensate for her absence, he tends to identify her with the Virgin Mary. One day, the local lord, in search of a child to raise, decides to adopt Marcellino and to bring him up in his castle. He dresses him in rich attire and gives him a strict education. But Marcellino feels miserable there and eventually runs away.Back in his dear convent, he gleefully resumes his former life. He still misses his mother but his life changes when he finds a crucifix in the attic. A wonderful friendship between Jesus and him is born.",1h 32m
Highway Patrolman,1991,7.1,1000.0,"Against his father's wishes, Pedro, a naive kid from Mexico City, joins the Federal Highway Patrol. His simple desire to do good rapidly comes into conflict with the reality of police work.",1h 44m
The Crumbs,1991,6.0,1300.0,"Tween Mads is having trouble fitting in: he's got a crush on a female classmate--and his clumsy father is a teacher at his school. By an unforeseen chance of events, Mads becomes somewhat of a hero, but will he win the girl?",1h 25m
Rubin and Ed,1991,6.9,2100.0,"An unsuccessful, nervous businessman gradually comes to befriend an eccentric, asocial nerd on a trip to Utah to bury a deceased cat.",1h 22m
Jin ping feng yue,1991,4.7,127.0,"Jin-Lian marries her beloved, Simon, but learns he is liaising with another woman, Ping-Er. In a no-holds-barred attempt to win his devotion, the two women embark on a physical and emotional sparring match that only one of them can win.",1h 35m
Maging sino ka man,1991,7.1,65.0,"Monique is a popular singer disguised as Digna to escape from her stepfather and her stepbrother Gilbert, who slowly killed her mother and also wanted to kill her to seize their wealth. Gilbert and his father thought Monique was dead until he met her in a restaurant as a waitress; Gilbert hunts Monique to kill her. Trying to escape his men, she accidentally meets Carding, a thief, in Ermita with his sidekick Libag. Their love story begins while she stays in Carding's slum along with the kids Carding is tending. Gilbert and his father are later caught during police operations and Monique recovered her house and wealth. In the end, Monique keeps Carding's kids in her house and they confirm their love for each other.",1h 34m
Mima,1991,6.3,135.0,"Mima and her Italian family live in France. When her grandfather is killed, she discovers that they have a long-running family feud with the mafia.",1h 24m
Talent for the Game,1991,6.0,1000.0,"Virgil Sweet is on the verge of losing his job as a talent scout with the California Angels when he discovers Sammy Bodeen, a country boy with no pro ball experience, but with a pitching arm no one has seen the like of.",1h 31m
Lesbian Rape: Sweet Honey Juice,1991,5.0,101.0,A mentally unbalanced lab technician who works at university develops a lesbian crush on her new assistant. She is also obsessed with becoming a parent and so hires a man to rape and impregnate her young girlfriend. Then plans to kill him.,59m
Meeting Venus,1991,6.6,1500.0,"Hungarian conductor plans bold ""Tannhäuser"" production amid opera politics, artistic egos, nationalism, union conflicts, and funding challenges in critique of Grand Opera and European Union.",1h 59m
"Ranma ½: The Movie, Big Trouble in Nekonron, China",1991,7.0,1000.0,"When Prince Kirin of the 7 Lucky Gods shows up at the Tendo dojo looking for his bride-to-be, guess who's accidentally holding the scroll that signifies his future mate? Why, Akane, of course, and the rest of the Ranma crew is forced to take a boat to China in order to save her from the horrors of marriage and a diet of pickled vegetables.",1h 14m
Black Magic Woman,1991,4.0,541.0,The owner of a suburban art gallery searches for someone to perform an exorcism after a witch casts a spell on him.,1h 31m
Blood and Concrete,1991,5.8,912.0,A car thief and a punk rocker fall in love as they become embroiled in deaths attributed to an aphrodisiac.,1h 39m
Banjaran,1991,4.9,160.0,"Reshma and Kumar are mysteriously haunted by each other from their past lives. When they finally meet, they instantly fall in love, but their fathers attempt to separate them.",2h 25m
Hamis a baba,1991,7.1,1100.0,"Hungarian action comedy taking place in 1991. This film is part of the series written, directed and starred by Istvan Bujtor which are loosely connected to each other by the main characters: investigators Dr Kardos and Csopi Otvos. The plot starts in Athens with a murder that soon turns into an investigation after a European drug cartell across Greece, Hungary and Germany. The main character of the film is given by the dialogues reflecting stereotypes of the Hungarian mindset in the 1990s post-systemic change world.",1h 22m
Bloodsucking Pharaohs in Pittsburgh,1991,4.9,802.0,Two cops and a detective's daughter go after a chainsaw killer.,1h 29m
Chinna Thambi,1991,6.8,254.0,"A rich girl is guarded by her possessive brothers due to an astrologer's prediction, that she will marry a man from a lower caste, against their wishes. Can they stop the wheels of fate?",2h 24m
Aakhri Cheekh,1991,5.2,68.0,"An evil man kills young women after having romantic affair with them. By knowing it, four friends get him arrested and electrocuted for death sentence. But his soul returns and starts taking revenge on them and their family one by one.",2h 4m
Vacaciones de terror 2,1991,5.0,390.0,"The diabolical doll and Pedro return in this sequel. Julio is invited to a birthday party for a little girl on Halloween in a closed movie studio. At the party, he notices she has a doll that resembles the one that his little sister had.",1h 26m
Shikari: The Hunter,1991,4.8,113.0,"Shankar and Chanchal earn their living by doing road shows. Once, Shankar sees Natasha on a circus poster and dreams of working with her. He gets an offer to work in the circus in Russia",2h 42m
Tricky Brains,1991,7.0,3100.0,"A trickster-for-hire, known as the Tricky Expert, is hired to ruin the lives of a father and son by making them think that he's a part of the family.",1h 50m
Wârudo apâtomento horâ,1991,5.9,362.0,A Yakuza underling is given the assignment to rid an apartment of its tenants within a week. He tries a variety of desperate tactics to no avail. Soon his problems get worse as an evil spirit makes its presence known.,1h 37m
To Want to Fly,1991,6.7,926.0,"Martina is a professional lady whose clients are harmless if eccentric; she sees herself as a social worker. Shy Maurizio dubs sound for cartoons while his outgoing brother dubs more saucy material and gets the girls. After Maurizio accidentally helps Martina on some of her assignations she decides to find out if he wants to help regularly. Whether or not it's the possibility of romance, Maurizio is horrified to find on their first date that his hands have been replaced by cartoon ones with minds of their own.",1h 34m
Dragon Cop,1991,2.9,1500.0,John Travis is the last honest cop in a future dominated by terroristic martial-arts gangs who fight gladiator-style in arenas.,1h 30m
Beder Meye Josna,1991,4.9,147.0,"The movie is the story of a snake catcher, Jyotsna who cures a prince from snake bite and their struggle to convince the king to allow them to marry each other.",2h 2m
The White Viking,1991,6.1,467.0,"Norway in the 10th century. Askur, son of the powerful Thorgeir marries Embla, daughter of one of the few remaining landowners in Norway, in a pagan ceremony. King Olav, a ruthless Christian, wants to remove all traces of non-Christian beliefs and captures the two of them during the ceremony. In order to free Embla, Askur must go to Iceland and convert the people there to Christianity.",2h 11m
Shogun Warrior,1991,5.4,451.0,"Tokugawa Ieyasu sends his trusted samurai, Mayeda, and his son Yourimune to Spain. There they are to buy five thousand muskets. But it is a dangerous journey, and there are many who conspire against them.",1h 47m
Diplomatic Immunity,1991,4.6,431.0,"Cole Hickel, a Marine, pursues his daughter's killer when he is allowed to go back to Paraguay because of ""diplomatic immunity.""",1h 35m
Farishtay,1991,5.0,338.0,"Raja Jaichand rules as a dictator in a small Indian town and kills people for his will.Veeru and Dheeru two kind hearten con men live with Gayatri and take her as sister.They get her married to Inspector Arjun Tange.Soon life takes a turn when Veeru and Dheeru are put in jail for a murder, after their release they are sent on a mission to free Raja Jaichand's town from his evil activities.Veeru and Dheeru get a shock to see a widowed Gayatri in the town who has gone insane.Rasbari tells them that Arjun had come to town to end Raja's empire but got killed by him living Gayatri insane.Veeru and Dheeru then realize why they were chosen for this mission.",3h 13m
J'embrasse pas,1991,6.8,1500.0,"A young man leaves his native town in southern France to discover Paris. Being too unexperienced and too naive, he drops into the reality of Paris 1991. He soon gives up his dream of becoming an actor and prostitutes himself. Throughout all these modern relationships, he keeps his innocence but becomes very emotionally blocked.",1h 55m
Vacanze di Natale '91,1991,4.4,671.0,"In Saint Moritz, in December 1991, some wealthy people spend their Christmas holidays in the luxurious Badrutt's Palace Hotel, indulging in all sorts of pleasures.",2h 1m
Total Exposure,1991,4.3,110.0,"When the ambitious photographer Andi returns from a modeling session in Mexico, she finds a kilogram cocaine in her bag. In panic - and thinking of her prior convictions - she immediately dumps it in the sink. She suspects her star model Cathy and calls her to account for it, but she denies everything. When Cathy's found dead shortly after, Andi is under suspicion. She employs ex-cop Dave Murphy to help her out and to protect her from the psychopathic dealer, who wants back his cocaine from her.",18
Caged Fear,1991,4.5,267.0,After a jewelry theft Tommy Lane can hardly free. His girlfriend Kristen has less luck and is arrested. She's sentenced to jail in an ill-reputed female prison in Oklahoma. Tommy doesn't let her down; he manages to get into the prison - on the other side of the bars - to force the ruthless director to let her go.,1h 33m
Scream of Stone,1991,6.2,1500.0,"Two famous competitive climbers make a bet on who can climb Cerro Torre, one of the most dangerous mountains in Argentina and the world, first. As the day of the climb approaches, their increasing competitiveness becomes destructive.",1h 45m
Bloodmatch,1991,4.0,1100.0,"Brick Bardo is on a mission to find out which one of the world's greatest kickboxers killed his brother. Five years ago, one of the four champs was fixing fights and set up his brother in the fight that took his life. Now Bardo must take on the gang in the ring for an all-out kickboxing fight to the finish.",1h 26m
Ladies Game,1991,3.9,201.0,A woman attempts to save the family business and the end result is murder.,1h 35m
Hum,1991,6.9,3500.0,"A dockworker overthrows the tyranny of a cruel gangster but has to run away to make a new life for himself and his brothers. Fifteen years later, his past catches up with him as his old enemy resurfaces.",3h 4m
Lucky Luke,1991,5.1,4400.0,Lucky Luke becomes the Sheriff of Daisy Town and runs out all the criminals. Then the Dalton brothers arrive and try to get the Indians to break the peace treaty and attack the town.,1h 32m
Il capitano,1991,6.3,960.0,A Finnish couple murders a young boy and his parents when they prevent the theft of their son's bicycle.,1h 50m
The Lost Language of Cranes,1991,7.3,649.0,"A young gay man comes out to his middle-class parents, which has repercussions for his father who has long since been trying to repress his own sexuality.",1h 27m
Straight Out of Brooklyn,1991,5.8,686.0,A young man living in poverty makes a plan to rob a drug dealer and change the life of his family.,1h 31m
Born to Ride,1991,5.1,690.0,The US Army recruits a delinquent biker to train their new motorcycle squad for an important mission.,1h 29m
Highway 61,1991,7.0,1500.0,A small-town barber goes on a road trip from Thunder Bay to New Orleans with an unpredictable woman and a coffin.,1h 42m
Bix,1991,6.2,172.0,"Biopic of troubled jazz musician/composer Bix Beiderbecke (1903-1931), who played with the Paul Whiteman band, among others.",1h 40m
Bingbong: The Vincent Crisologo Story,1991,8.2,37.0,"Bingbong, son of Ilocos Sur Governor, terrorized people with guns, goons, and gold, charged with double life imprisonment for arson. Now a Filipino politician, he serves as Quezon City congressman.",2h
The Finest Hour,1991,4.7,779.0,Two soldiers form a lasting bond during training to be Navy Seals but soon grow apart as they are sent off to fight in Desert Storm.,1h 45m
Akayla,1991,5.3,529.0,"Inspector Vijay Verma finally manages to capture criminal mastermind Jojo. But Jojo escapes from jail and kills Vijay's friends for revenge, leaving Vijay determined to fulfill a vendetta of his own.",3h
La Bambola,1991,5.0,43.0,A man without scruples mistreats his lover and her young daughter. He also has a diabolical plan to force the girl into prostitution.,1h 28m
Rich Girl,1991,5.6,351.0,"A rich Beverly Hills girl gets a job as a waitress, and falls in love with a rock singer.",1h 36m
Tiger Cage III,1991,5.6,417.0,"James and John are working in the Commercial Crime Bureau. Jointly they look into a case of which the suspect is an influential rich business man called Lee. James has a girl friend called Suki who is working for Wong, Lee's accountant. By first sight John has felt that Suki is an insidious opportunist. One night, in a party holding by Lee, John hears by chance the internal tips on a stock that Lee and his staff are talking about. John thus takes out all his saving and buy that stock. In the meantime, since Wong is murdered and James is also assaulted and seriously burnt, the case is closed under great pressure. On the other hand, the price of the stock which John has invested heavily slides. John is thus deeply depressed. Six months later, James has been much recovered under the care of two old men. At his time, Suki has climbed up to be a senior and important person in Wong's firm. Even Lee becomes a blocking stone in her eyes. Meanwhile, at their great surprise, James and John realized that one behind the scene is Suki. Hence, they decide to give both Lee and Suki a lesson. Confrontation and sacrifice thus become unavoidable.",1h 34m
Killer Instinct,1991,4.7,215.0,"An up and coming lawyer gets turned over for a case he'd been working on for a long while. The D.A.'s niece then decides to help the young lawyer by first blackmailing, then eventually plotting the murder of the D.A., all the while seducing the young attorney. It then becomes the attorney job to cover up the murder he believes he committed, while finding out the truth about the D.A.'s ""niece"".",1h 32m
Das Mädchen aus dem Fahrstuhl,1991,7.5,60.0,"Frank, a tenth grade student, falls in love with his classmate Regine. His father is a well-connected plant manager in the GDR; Regine's mother is a single parent with four children. Regine wants to become a kindergarten teacher, but her grades are poor and she is not allowed to apply for technical college. Frank champions her and seeks an open discussion about these rigid regulations. But his criticism is nipped in the bud.",1h 35m
Oxen,1991,7.1,1100.0,"Swedish pauper's family is starving. In desperation, he steals his lord's ox. He hopes that the crime will not be revealed, but it happens.",1h 32m
The Pistol: The Birth of a Legend,1991,6.8,1500.0,"Biography of pro basketball player ""Pistol"" Pete Maravich, who died suddenly in 1988 at age 40 from a heart attack.",1h 30m
Dil Hai Ke Manta Nahin,1991,7.2,4800.0,Runaway heiress in search of her beloved falls in love with another man on the way.,2h 34m
Hiruko the Goblin,1991,6.1,1800.0,A goblin is sent to Earth to behead students and turn their bodies into demons.,1h 29m
Kvitebjørn Kong Valemon,1991,5.9,953.0,"After his father is killed, King Valemon ascends the throne, only to be turned into a polar bear by a bitter witch who wants to be his queen. Valemon must find a bride in the seven year span that he'll be a polar bear, and so he travels to Winterland and finds a wife to take home. Although they are happy, she is not allowed to look upon his face when he turns back into a man at night. When she breaks this rule, Valemon will be trapped to the witch forever.",1h 28m
The Man with Three Arms,1991,5.7,4100.0,Garbage man Marty tries his hand at standup comedy and fails miserably until he adds the third arm to his act that mysteriously grew out of his back.,1h 41m
Plyontek,1991,6.1,34.0,"Plyontek, a boy with problems, is sent to a sanitarium where it appears the patients make the rules.",1h 25m
Madame Bamboo,1991,5.6,77.0,Two prostitutes recall the circumstances the brought them to the brothel.,1h 46m
Riff-Raff,1991,7.0,5000.0,The story of construction-worker Stevie and his unemployed pop-singer girlfriend shows the living conditions of the British poor class.,1h 35m
The Suspended Step of the Stork,1991,7.5,2900.0,A reporter stuck in a border town with an overcrowding of refugees sees a man he believes to be a long lost politician.,2h 23m
Scary Movie,1991,4.8,1100.0,"A paranoid teenage nerd comes to believe that an escaped lunatic may be hiding in the neighborhood Halloween house of horrors, and slowly starts to descend into madness.",1h 22m
Let Him Have It,1991,7.1,3900.0,This drama reveals the controversial postwar 1950's London murder trial that sent an intellectually challenged young man to the gallows for a murder he did not commit.,1h 55m
Hear My Song,1991,7.0,2000.0,The owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club.,1h 53m
Matou a Família e Foi ao Cinema,1991,5.2,344.0,"In Rio de Janeiro, after an altercation with his father and mother, a young man named Bebeto kills his family and goes to a movie theater, where he watches four weird vignettes. The first one is about a wealthy woman, Márcia, bored with her marriage, who decides to spend a couple of days alone in her house in Petrópolis. When her best friend Renata unexpectedly arrives to stay with her, they get drunk and something tragic happens. The second one is about a loser who arrives home upset and drunk, and kills his family. The third one is about a tragic repressed lesbian relationship. The last one is about a man addicted to stealing women's underwear.",1h 40m
HauntedWeen,1991,4.9,492.0,"Twenty years after a fatal incident, Eddie Burber's old home, now haunted, hosts a fraternity fundraiser. Unbeknownst to them, real deaths occur amid the haunted house thrills as they're hunted and trapped inside.",1h 28m
North,1991,6.4,178.0,"The story of a dysfunctional family in Northern France. Dad is a mean abusive drunk pharmacist, mom is addicted to pills and has incestuous desire for her son, the son is skipping school to fish and daughter is mentally handicapped.",1h 39m
Raw Nerve,1991,4.4,501.0,A race car driver has visions of the victims of a serial killer before their demise and tries to get a skeptic police detective and an ambitious reporter to help him find the killer.,1h 31m
Late for Dinner,1991,6.5,1900.0,Two young men evading the police for a crime they didn't commit are cryogenically frozen in the early 1960s. The next thing they know is that they are in a strange new world (thirty years on).,1h 39m
Pushing Hands,1991,7.2,5000.0,"All the while, Master Chu tries to find his place in the foreign American world.",1h 45m
Silent Möbius,1991,6.3,296.0,"The future police has a unique division: the Attack Mystification Department. The operatives have unique training... and talents! Set to stop the weird happenings going on in the city, and discover whats behind the unknown.",50m
The Boy Who Cried Bitch,1991,6.3,463.0,A psychotic 12 year old makes life hell for his emotionally frail mother.,1h 45m
A Chinese Ghost Story III,1991,6.6,3100.0,"Basically a retread of the first movie, in which the evil Tree Spirit is back with yet another ghost played by Joey Wong. The Swordsman Yen and Leslie Cheung characters are replaced by a Buddhist Abbot and disciple (Tony Leung). Jacky Cheung also pops up again, this time as a money-grabbing swordsman with a neat bag of tricks.",1h 44m
The Taking of Beverly Hills,1991,5.1,1400.0,A group of embittered ex-cops use a chemical spill to raid the banks and homes of Beverly Hills.,1h 36m
Daddy and the Muscle Academy,1991,6.4,503.0,Tom of Finland is one of the gay world's few authentic icons. His drawings have had an enormous influence on gay identity. Tom's ultimate leather men are known and seen everywhere. They are symbols of gay pride and friendship. The documentary includes some titillating 'enactments' inspired by Tom's art work.,58m
Delta Force 3: The Killing Game,1991,3.4,1100.0,A terrorist places an atomic bomb somewhere in an American metropolis. The U.S. president has no choice but to call in the Delta Force.,1h 37m
True Identity,1991,5.1,1400.0,"In order to escape from the mob, an African-American man must disguise himself as a white man.",1h 33m
Zeiramu,1991,6.4,958.0,Bounty hunters Iria and Bob travel to Earth to capture an escaped bio-engineered fighting machine called Zeiramu.,1h 32m
Scanners 3: The Takeover,1991,4.5,2700.0,"A young female scanner turns from a sweet young thing into a murderous, power-crazed villain after she takes an experimental drug developed by her father. Her brother, who is also a scanner, is the only one powerful enough to stop her.",1h 41m
Fatal Bond,1991,4.0,320.0,"A restless hairdresser takes up with a man (Joe Martinez) she knows is wanted by the police. It is only when she realizes that he may be a serial killer, that she starts questioning the relationship.",1h 29m
Queens Logic,1991,5.7,1900.0,A group of lifelong friends meet again in Queens for Ray's (Ken Olin) bachelor party and wedding.,1h 40m
Breathing Fire,1991,5.1,706.0,"Michael, a Vietnam vet with two kids, pulls off a bank heist with his gang, which includes the bank's manager. To ensure the loyalty of everyone involved, Mike makes a special set of keys, so that the hiding place for the loot can only be opened if all the members are present. The bank manager gets cold feet and tries to back out, so Mike and his buddies kill him and his wife, but his daughter gets hold of the key and runs for help to David, one of her father's old friends who also happens to be a Vietnam vet and a former comrade of Michael's. Will David be able to protect his friend's daughter?",1h 14m
Past Midnight,1991,5.6,1600.0,Ben's paroled after 15 years prison for killing his pregnant wife. His social worker helps him find work. She doubts his guilt and investigates.,1h 40m
Ring of Fire,1991,4.6,952.0,"L.A.'s Chinatown is disrupted by the cross-town rivalry between two kickboxing clubs, as the competitive sport is catapulted from the ring of a gymnasium to a ring of fire.",1h 37m
29th Street,1991,7.1,3400.0,"Frank's been lucky from the day he was born. So why's he throwing rocks at a church after winning $6,200,000 in 1976 NYC lottery? He tells his story at the police station.",1h 41m
My Heroes Have Always Been Cowboys,1991,6.2,744.0,"A rodeo rider decides to quit his line of work after a serious injury, but when he visits his family and finds out that his dad is not well, he'll have to risk it one more time.",1h 46m
